name,url,cr,type,size,ac,hp,align,legendary,source,release_date,str,dex,con,int,wis,cha,fly_speed,swim_speed,type_grouped,align_grouped,source_grouped
fire-giant,https://www.aidedd.org/dnd/monstres.php?vo=fire-giant,9.0,giant,Huge,18,162,lawful evil,0,Monster Manual (SRD),12/01/2016,25.0,9.0,23.0,10.0,14.0,13.0,0,0,giant,Evil,Monster Manual (SRD)
fire-giant-dreadnought,,14.0,giant (fire giant),Huge,21,187,lawful evil,0,Volo's Guide to Monsters,15/11/2016,27.0,9.0,23.0,8.0,10.0,11.0,0,0,giant,Evil,Volo's Guide to Monsters
fire-snake,https://www.aidedd.org/dnd/monstres.php?vo=fire-snake,1.0,elemental,Medium,14,22,neutral evil,0,Monster Manual (BR),03/07/2014,12.0,14.0,11.0,7.0,10.0,8.0,0,0,elemental,Evil,Monster Manual (BR)
firenewt-warlock-of-imix,,1.0,humanoid (firenewt),Medium,10,33,neutral evil,0,Volo's Guide to Monsters,15/11/2016,13.0,11.0,12.0,9.0,11.0,14.0,0,0,humanoid,Evil,Volo's Guide to Monsters
firenewt-warrior,,0.5,humanoid (firenewt),Medium,16,22,neutral evil,0,Volo's Guide to Monsters,15/11/2016,10.0,13.0,12.0,7.0,11.0,8.0,0,0,humanoid,Evil,Volo's Guide to Monsters
fist-of-bane,,0.5,humanoid (human),Medium,18,22,lawful evil,0,Adventures (Descent into Avernus),17/09/2019,16.0,11.0,13.0,10.0,12.0,11.0,0,0,humanoid,Evil,Adventures
flail-snail,,3.0,elemental,Large,16,52,unaligned,0,Volo's Guide to Monsters,15/11/2016,17.0,5.0,20.0,3.0,10.0,5.0,0,0,elemental,Unaligned,Volo's Guide to Monsters
flameskull,https://www.aidedd.org/dnd/monstres.php?vo=flameskull,4.0,undead,Tiny,13,40,neutral evil,0,Monster Manual (SRD),12/01/2016,1.0,17.0,14.0,16.0,10.0,11.0,1,0,undead,Evil,Monster Manual (SRD)
flesh-golem,https://www.aidedd.org/dnd/monstres.php?vo=flesh-golem,5.0,construct,Medium,9,93,neutral,0,Monster Manual (SRD),12/01/2016,19.0,9.0,18.0,6.0,10.0,5.0,0,0,construct,Neutral,Monster Manual (SRD)
flind,https://www.aidedd.org/dnd/monstres.php?vo=flind,9.0,humanoid (gnoll),Medium,16,127,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,20.0,10.0,19.0,11.0,13.0,12.0,0,0,humanoid,Evil,Volo's Guide to Monsters
flumph,,0.125,aberration,Small,12,7,lawful good,0,Monster Manual,30/09/2014,6.0,15.0,10.0,14.0,14.0,11.0,1,0,aberration,Good,Monster Manual
flying-snake,https://www.aidedd.org/dnd/monstres.php?vo=flying-snake,0.125,beast,Tiny,14,5,unaligned,0,Monster Manual (SRD),12/01/2016,4.0,18.0,11.0,2.0,12.0,5.0,1,1,beast,Unaligned,Monster Manual (SRD)
flying-sword,https://www.aidedd.org/dnd/monstres.php?vo=flying-sword,0.25,construct,Small,17,17,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,15.0,11.0,1.0,5.0,1.0,1,0,construct,Unaligned,Monster Manual (SRD)
fomorian,,8.0,giant,Huge,14,149,chaotic evil,0,Monster Manual,30/09/2014,23.0,10.0,20.0,9.0,14.0,6.0,0,0,giant,Evil,Monster Manual
fraz-urb-luu,,23.0,fiend (demon),Large,18,337,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,29.0,12.0,25.0,26.0,24.0,26.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
frog,https://www.aidedd.org/dnd/monstres.php?vo=frog,0.0,beast,Tiny,11,1,unaligned,0,Monster Manual (SRD),12/01/2016,1.0,13.0,8.0,1.0,8.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
froghemoth,https://www.aidedd.org/dnd/monstres.php?vo=froghemoth,10.0,monstrosity,Huge,14,184,unaligned,0,Volo's Guide to Monsters,15/11/2016,23.0,13.0,20.0,2.0,12.0,5.0,0,1,monstrosity,Unaligned,Volo's Guide to Monsters
frost-giant,https://www.aidedd.org/dnd/monstres.php?vo=frost-giant,8.0,giant,Huge,15,138,neutral evil,0,Monster Manual (SRD),12/01/2016,23.0,9.0,21.0,9.0,10.0,12.0,0,0,giant,Evil,Monster Manual (SRD)
frost-giant-everlasting-one,,12.0,giant (frost giant),Huge,15,189,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,25.0,9.0,24.0,9.0,10.0,12.0,0,0,giant,Evil,Volo's Guide to Monsters
frost-salamander,,9.0,elemental,Huge,17,168,unaligned,0,Mordenkainen's Tome of Foes,29/05/2018,20.0,12.0,18.0,7.0,11.0,7.0,0,0,elemental,Unaligned,Mordenkainen's Tome of Foes
galeb-duhr,https://www.aidedd.org/dnd/monstres.php?vo=galeb-duhr,6.0,elemental,Medium,16,85,neutral,0,Monster Manual (BR),03/07/2014,20.0,14.0,20.0,11.0,12.0,11.0,0,0,elemental,Neutral,Monster Manual (BR)
gargoyle,https://www.aidedd.org/dnd/monstres.php?vo=gargoyle,2.0,elemental,Medium,15,52,chaotic evil,0,Monster Manual (SRD),12/01/2016,15.0,11.0,16.0,6.0,11.0,7.0,1,0,elemental,Evil,Monster Manual (SRD)
gas-spore,,0.5,plant,Large,5,1,unaligned,0,Monster Manual,30/09/2014,5.0,1.0,3.0,1.0,1.0,1.0,1,0,plant,Unaligned,Monster Manual
gauth,https://www.aidedd.org/dnd/monstres.php?vo=gauth,6.0,aberration,Medium,15,67,lawful evil,0,Volo's Guide to Monsters,15/11/2016,10.0,14.0,16.0,15.0,15.0,13.0,1,0,aberration,Evil,Volo's Guide to Monsters
gazer,,0.5,aberration,Tiny,13,13,neutral evil,0,Volo's Guide to Monsters,15/11/2016,3.0,17.0,14.0,3.0,10.0,7.0,1,0,aberration,Evil,Volo's Guide to Monsters
gelatinous-cube,https://www.aidedd.org/dnd/monstres.php?vo=gelatinous-cube,2.0,ooze,Large,6,84,unaligned,0,Monster Manual (SRD),12/01/2016,14.0,3.0,20.0,1.0,6.0,1.0,0,0,ooze,Unaligned,Monster Manual (SRD)
geryon,,22.0,fiend (devil),Huge,19,300,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,29.0,17.0,22.0,19.0,16.0,23.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
ghast,https://www.aidedd.org/dnd/monstres.php?vo=ghast,2.0,undead,Medium,13,36,chaotic evil,0,Monster Manual (SRD),12/01/2016,16.0,17.0,10.0,11.0,10.0,8.0,0,0,undead,Evil,Monster Manual (SRD)
ghost,https://www.aidedd.org/dnd/monstres.php?vo=ghost,4.0,undead,Medium,11,45,any alignment,0,Monster Manual (SRD),12/01/2016,7.0,13.0,10.0,10.0,12.0,17.0,1,0,undead,Neutral,Monster Manual (SRD)
ghoul,https://www.aidedd.org/dnd/monstres.php?vo=ghoul,1.0,undead,Medium,12,22,chaotic evil,0,Monster Manual (SRD),12/01/2016,13.0,15.0,10.0,7.0,10.0,6.0,0,0,undead,Evil,Monster Manual (SRD)
giant-ape,https://www.aidedd.org/dnd/monstres.php?vo=giant-ape,7.0,beast,Huge,12,157,unaligned,0,Monster Manual (SRD),12/01/2016,23.0,14.0,18.0,7.0,12.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-badger,https://www.aidedd.org/dnd/monstres.php?vo=giant-badger,0.25,beast,Medium,10,13,unaligned,0,Monster Manual (SRD),12/01/2016,13.0,10.0,15.0,2.0,12.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-bat,https://www.aidedd.org/dnd/monstres.php?vo=giant-bat,0.25,beast,Large,13,22,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,16.0,11.0,2.0,12.0,6.0,1,0,beast,Unaligned,Monster Manual (SRD)
giant-boar,https://www.aidedd.org/dnd/monstres.php?vo=giant-boar,2.0,beast,Large,12,42,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,10.0,16.0,2.0,7.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-centipede,https://www.aidedd.org/dnd/monstres.php?vo=giant-centipede,0.25,beast,Small,13,4,unaligned,0,Monster Manual (SRD),12/01/2016,5.0,14.0,12.0,1.0,7.0,3.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-constrictor-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-constrictor-snake,2.0,beast,Huge,12,60,unaligned,0,Monster Manual (SRD),12/01/2016,19.0,14.0,12.0,1.0,10.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-crab,https://www.aidedd.org/dnd/monstres.php?vo=giant-crab,0.125,beast,Medium,15,13,unaligned,0,Monster Manual (SRD),12/01/2016,13.0,15.0,11.0,1.0,9.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-crocodile,https://www.aidedd.org/dnd/monstres.php?vo=giant-crocodile,5.0,beast,Huge,14,85,unaligned,0,Monster Manual (SRD),12/01/2016,21.0,9.0,17.0,2.0,10.0,7.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-eagle,https://www.aidedd.org/dnd/monstres.php?vo=giant-eagle,1.0,beast,Large,13,26,neutral good,0,Monster Manual (SRD),12/01/2016,16.0,17.0,13.0,8.0,14.0,10.0,1,0,beast,Good,Monster Manual (SRD)
giant-elk,https://www.aidedd.org/dnd/monstres.php?vo=giant-elk,2.0,beast,Huge,14,42,unaligned,0,Monster Manual (SRD),12/01/2016,19.0,16.0,14.0,7.0,14.0,10.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-fire-beetle,https://www.aidedd.org/dnd/monstres.php?vo=giant-fire-beetle,0.0,beast,Small,13,4,unaligned,0,Monster Manual (SRD),12/01/2016,8.0,10.0,12.0,1.0,7.0,3.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-four-armed-gargoyle,,10.0,elemental,Large,17,147,chaotic evil,0,Adventures (Tomb of Annihilation),19/09/2017,19.0,11.0,20.0,6.0,11.0,9.0,1,0,elemental,Evil,Adventures
giant-frog,https://www.aidedd.org/dnd/monstres.php?vo=giant-frog,0.25,beast,Medium,11,18,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,13.0,11.0,2.0,10.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-goat,0.5,beast,Large,11,19,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,11.0,12.0,3.0,12.0,6.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-hyena,https://www.aidedd.org/dnd/monstres.php?vo=giant-hyena,1.0,beast,Large,12,45,unaligned,0,Monster Manual (SRD),12/01/2016,16.0,14.0,14.0,2.0,12.0,7.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-lizard,https://www.aidedd.org/dnd/monstres.php?vo=giant-lizard,0.25,beast,Large,12,19,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,12.0,13.0,2.0,10.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-octopus,https://www.aidedd.org/dnd/monstres.php?vo=giant-octopus,1.0,beast,Large,11,52,unaligned,0,Monster Manual (SRD),12/01/2016,17.0,13.0,13.0,4.0,10.0,4.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-owl,https://www.aidedd.org/dnd/monstres.php?vo=giant-owl,0.25,beast,Large,12,19,neutral,0,Monster Manual (SRD),12/01/2016,13.0,15.0,12.0,8.0,13.0,10.0,1,0,beast,Neutral,Monster Manual (SRD)
giant-poisonous-snake,https://www.aidedd.org/dnd/monstres.php?vo=giant-poisonous-snake,0.25,beast,Medium,14,11,unaligned,0,Monster Manual (SRD),12/01/2016,10.0,18.0,13.0,2.0,10.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-rat,https://www.aidedd.org/dnd/monstres.php?vo=giant-rat,0.125,beast,Small,12,7,unaligned,0,Monster Manual (SRD),12/01/2016,7.0,15.0,11.0,2.0,10.0,4.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-scorpion,https://www.aidedd.org/dnd/monstres.php?vo=giant-scorpion,3.0,beast,Large,15,52,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,13.0,15.0,1.0,9.0,3.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-sea-horse,https://www.aidedd.org/dnd/monstres.php?vo=giant-sea-horse,0.5,beast,Large,13,16,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,15.0,11.0,2.0,12.0,5.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-shark,https://www.aidedd.org/dnd/monstres.php?vo=giant-shark,5.0,beast,Huge,13,126,unaligned,0,Monster Manual (SRD),12/01/2016,23.0,11.0,21.0,1.0,10.0,5.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-spider,1.0,beast,Large,14,26,unaligned,0,Monster Manual (SRD),12/01/2016,14.0,16.0,12.0,2.0,11.0,4.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-strider,,1.0,monstrosity,Large,14,22,neutral evil,0,Volo's Guide to Monsters,15/11/2016,18.0,13.0,14.0,4.0,12.0,6.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
giant-toad,https://www.aidedd.org/dnd/monstres.php?vo=giant-toad,1.0,beast,Large,11,39,unaligned,0,Monster Manual (SRD),12/01/2016,15.0,13.0,13.0,2.0,10.0,3.0,0,1,beast,Unaligned,Monster Manual (SRD)
giant-two-headed-goat,https://www.aidedd.org/dnd/monstres.php?vo=giant-two-headed-goat,0.5,beast,Large,11,19,unaligned,0,Extra (Adventurers League),,17.0,11.0,12.0,3.0,12.0,6.0,0,0,beast,Unaligned,Extra
giant-vulture,https://www.aidedd.org/dnd/monstres.php?vo=giant-vulture,1.0,beast,Large,10,22,neutral evil,0,Monster Manual (SRD),12/01/2016,15.0,10.0,15.0,6.0,12.0,7.0,1,0,beast,Evil,Monster Manual (SRD)
giant-wasp,https://www.aidedd.org/dnd/monstres.php?vo=giant-wasp,0.5,beast,Medium,12,13,unaligned,0,Monster Manual (SRD),12/01/2016,10.0,14.0,10.0,1.0,10.0,3.0,1,0,beast,Unaligned,Monster Manual (SRD)
giant-weasel,https://www.aidedd.org/dnd/monstres.php?vo=giant-weasel,0.125,beast,Medium,13,9,unaligned,0,Monster Manual (SRD),12/01/2016,11.0,16.0,10.0,4.0,12.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
giant-wolf-spider,https://www.aidedd.org/dnd/monstres.php?vo=giant-wolf-spider,0.25,beast,Medium,13,11,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,16.0,13.0,3.0,12.0,4.0,0,0,beast,Unaligned,Monster Manual (SRD)
gibbering-mouther,https://www.aidedd.org/dnd/monstres.php?vo=gibbering-mouther,2.0,aberration,Medium,9,67,neutral,0,Monster Manual (SRD),12/01/2016,10.0,8.0,16.0,3.0,10.0,6.0,0,1,aberration,Neutral,Monster Manual (SRD)
giff,,3.0,humanoid,Medium,16,60,lawful neutral,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,14.0,17.0,11.0,12.0,12.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
girallon,,4.0,monstrosity,Large,13,59,unaligned,0,Volo's Guide to Monsters,15/11/2016,18.0,16.0,16.0,5.0,12.0,7.0,0,0,monstrosity,Unaligned,Volo's Guide to Monsters
githyanki-gish,,10.0,humanoid (gith),Medium,17,123,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,17.0,15.0,14.0,16.0,15.0,16.0,0,0,humanoid,Evil,Mordenkainen's Tome of Foes
githyanki-kith--rak,,12.0,humanoid (gith),Medium,18,180,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,18.0,16.0,17.0,16.0,15.0,17.0,0,0,humanoid,Evil,Mordenkainen's Tome of Foes
githyanki-knight,,8.0,humanoid (gith),Medium,18,91,lawful evil,0,Monster Manual,30/09/2014,16.0,14.0,15.0,14.0,14.0,15.0,0,0,humanoid,Evil,Monster Manual
githyanki-supreme-commander,,14.0,humanoid (gith),Medium,18,187,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,17.0,18.0,16.0,16.0,18.0,0,0,humanoid,Evil,Mordenkainen's Tome of Foes
githyanki-warrior,,3.0,humanoid (gith),Medium,17,49,lawful evil,0,Monster Manual,30/09/2014,15.0,14.0,12.0,13.0,13.0,10.0,0,0,humanoid,Evil,Monster Manual
githzerai-anarch,,16.0,humanoid (gith),Medium,20,144,lawful neutral,0,Mordenkainen's Tome of Foes,29/05/2018,16.0,21.0,18.0,18.0,20.0,14.0,1,0,humanoid,Neutral,Mordenkainen's Tome of Foes
githzerai-enlightned,,10.0,humanoid (gith),Medium,18,112,lawful neutral,0,Mordenkainen's Tome of Foes,29/05/2018,14.0,19.0,16.0,17.0,19.0,13.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
githzerai-monk,,2.0,humanoid (gith),Medium,14,38,lawful neutral,0,Monster Manual,30/09/2014,12.0,15.0,12.0,13.0,14.0,10.0,0,0,humanoid,Neutral,Monster Manual
githzerai-zerth,,6.0,humanoid (gith),Medium,17,84,lawful neutral,0,Monster Manual,30/09/2014,13.0,18.0,15.0,16.0,17.0,12.0,0,0,humanoid,Neutral,Monster Manual
glabrezu,https://www.aidedd.org/dnd/monstres.php?vo=glabrezu,9.0,fiend (demon),Large,17,157,chaotic evil,0,Monster Manual (SRD),12/01/2016,20.0,15.0,21.0,19.0,17.0,16.0,0,0,fiend,Evil,Monster Manual (SRD)
gladiator,https://www.aidedd.org/dnd/monstres.php?vo=gladiator,5.0,humanoid (any race),Medium,16,112,any alignment,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,10.0,12.0,15.0,0,0,humanoid,Neutral,Monster Manual (SRD)
gloom-weaver,,9.0,humanoid (elf),Medium,14,104,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,11.0,18.0,14.0,15.0,12.0,18.0,0,0,humanoid,Neutral,Mordenkainen's Tome of Foes
gnoll,https://www.aidedd.org/dnd/monstres.php?vo=gnoll,0.5,humanoid (gnoll),Medium,15,22,chaotic evil,0,Monster Manual (SRD),12/01/2016,14.0,12.0,11.0,6.0,10.0,7.0,0,0,humanoid,Evil,Monster Manual (SRD)
gnoll-fang-of-yeenoghu,,4.0,fiend (gnoll),Medium,14,65,chaotic evil,0,Monster Manual,30/09/2014,17.0,15.0,15.0,10.0,11.0,13.0,0,0,fiend,Evil,Monster Manual
gnoll-flesh-gnawer,,1.0,humanoid (gnoll),Medium,14,22,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,12.0,14.0,12.0,8.0,10.0,8.0,0,0,humanoid,Evil,Volo's Guide to Monsters
gnoll-hunter,,0.5,humanoid (gnoll),Medium,13,22,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,14.0,14.0,12.0,8.0,12.0,8.0,0,0,humanoid,Evil,Volo's Guide to Monsters
gnoll-pack-lord,https://www.aidedd.org/dnd/monstres.php?vo=gnoll-pack-lord,2.0,humanoid (gnoll),Medium,15,49,chaotic evil,0,Monster Manual (BR),03/07/2014,16.0,14.0,13.0,8.0,11.0,9.0,0,0,humanoid,Evil,Monster Manual (BR)
gnoll-witherling,,0.25,undead,Medium,12,11,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,14.0,8.0,12.0,5.0,5.0,5.0,0,0,undead,Evil,Volo's Guide to Monsters
goat,https://www.aidedd.org/dnd/monstres.php?vo=goat,0.0,beast,Medium,10,4,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,10.0,11.0,2.0,10.0,5.0,0,0,beast,Unaligned,Monster Manual (SRD)
goblin,https://www.aidedd.org/dnd/monstres.php?vo=goblin,0.25,humanoid (goblinoid),Small,15,7,neutral evil,0,Monster Manual (SRD),12/01/2016,8.0,14.0,10.0,10.0,8.0,8.0,0,0,humanoid,Evil,Monster Manual (SRD)
goblin-boss,,1.0,humanoid (goblinoid),Small,17,21,neutral evil,0,Monster Manual,30/09/2014,10.0,14.0,10.0,10.0,8.0,10.0,0,0,humanoid,Evil,Monster Manual
gold-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=gold-dragon-wyrmling,3.0,dragon,Medium,17,60,lawful good,0,Monster Manual (SRD),12/01/2016,19.0,14.0,17.0,14.0,11.0,16.0,1,1,dragon,Good,Monster Manual (SRD)
gorgon,https://www.aidedd.org/dnd/monstres.php?vo=gorgon,5.0,monstrosity,Large,19,114,unaligned,0,Monster Manual (SRD),12/01/2016,20.0,11.0,18.0,2.0,12.0,7.0,0,0,monstrosity,Unaligned,Monster Manual (SRD)
goristro,,17.0,fiend (demon),Huge,19,310,chaotic evil,0,Monster Manual,30/09/2014,25.0,11.0,25.0,6.0,13.0,14.0,0,0,fiend,Evil,Monster Manual
gray-ooze,https://www.aidedd.org/dnd/monstres.php?vo=gray-ooze,0.5,ooze,Medium,8,22,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,6.0,16.0,1.0,6.0,2.0,0,0,ooze,Unaligned,Monster Manual (SRD)
gray-render,,12.0,monstrosity,Large,19,189,chaotic neutral,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,13.0,20.0,3.0,6.0,8.0,0,0,monstrosity,Neutral,Mordenkainen's Tome of Foes
gray-slaad,,9.0,aberration (shapechanger),Medium,18,127,chaotic neutral,0,Monster Manual,30/09/2014,17.0,17.0,16.0,13.0,8.0,14.0,0,0,aberration,Neutral,Monster Manual
graz-zt,,24.0,"fiend (demon, shapechanger)",Large,20,346,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,15.0,21.0,23.0,21.0,26.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
green-abishai,,15.0,fiend (devil),Medium,18,187,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,12.0,17.0,16.0,17.0,12.0,19.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
green-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=green-dragon-wyrmling,2.0,dragon,Medium,17,38,lawful evil,0,Monster Manual (SRD),12/01/2016,15.0,12.0,13.0,14.0,11.0,13.0,1,1,dragon,Evil,Monster Manual (SRD)
green-hag,https://www.aidedd.org/dnd/monstres.php?vo=green-hag,3.0,fey,Medium,17,82,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,12.0,16.0,13.0,14.0,14.0,0,0,fey,Evil,Monster Manual (SRD)
green-slaad,,8.0,aberration (shapechanger),Large,16,127,chaotic neutral,0,Monster Manual,30/09/2014,18.0,15.0,16.0,11.0,8.0,12.0,0,0,aberration,Neutral,Monster Manual
grell,https://www.aidedd.org/dnd/monstres.php?vo=grell,3.0,aberration,Medium,12,55,neutral evil,0,Monster Manual (BR),03/07/2014,15.0,14.0,13.0,12.0,11.0,9.0,1,0,aberration,Evil,Monster Manual (BR)
grick,https://www.aidedd.org/dnd/monstres.php?vo=grick,2.0,monstrosity,Medium,14,27,neutral,0,Monster Manual (SRD),12/01/2016,14.0,14.0,11.0,3.0,14.0,5.0,0,0,monstrosity,Neutral,Monster Manual (SRD)
grick-alpha,,7.0,monstrosity,Large,18,75,neutral,0,Monster Manual,30/09/2014,18.0,16.0,15.0,4.0,14.0,9.0,0,0,monstrosity,Neutral,Monster Manual
griffon,https://www.aidedd.org/dnd/monstres.php?vo=griffon,2.0,monstrosity,Large,12,59,unaligned,0,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,2.0,13.0,8.0,1,0,monstrosity,Unaligned,Monster Manual (SRD)
grimlock,https://www.aidedd.org/dnd/monstres.php?vo=grimlock,0.25,humanoid (grimlock),Medium,11,11,neutral evil,0,Monster Manual (SRD),12/01/2016,16.0,12.0,12.0,9.0,8.0,6.0,0,0,humanoid,Evil,Monster Manual (SRD)
grung,,0.25,humanoid (grung),Small,12,11,lawful evil,0,Volo's Guide to Monsters,15/11/2016,7.0,14.0,15.0,10.0,11.0,10.0,0,0,humanoid,Evil,Volo's Guide to Monsters
grung-elite-warrior,,2.0,humanoid (grung),Small,13,49,lawful evil,0,Volo's Guide to Monsters,15/11/2016,7.0,16.0,15.0,10.0,11.0,12.0,0,0,humanoid,Evil,Volo's Guide to Monsters
grung-wildling,,1.0,humanoid (grung),Small,13,27,lawful evil,0,Volo's Guide to Monsters,15/11/2016,7.0,16.0,15.0,10.0,15.0,11.0,0,0,humanoid,Evil,Volo's Guide to Monsters
guard,https://www.aidedd.org/dnd/monstres.php?vo=guard,0.125,humanoid (any race),Medium,16,11,any alignment,0,Monster Manual (SRD),12/01/2016,13.0,12.0,12.0,10.0,11.0,10.0,0,0,humanoid,Neutral,Monster Manual (SRD)
guard-drake,,2.0,dragon,Medium,14,52,unaligned,0,Volo's Guide to Monsters,15/11/2016,16.0,11.0,16.0,4.0,10.0,7.0,0,0,dragon,Unaligned,Volo's Guide to Monsters
guardian-naga,https://www.aidedd.org/dnd/monstres.php?vo=guardian-naga,10.0,monstrosity,Large,18,127,lawful good,0,Monster Manual (SRD),12/01/2016,19.0,18.0,16.0,16.0,19.0,18.0,0,0,monstrosity,Good,Monster Manual (SRD)
gynosphinx,https://www.aidedd.org/dnd/monstres.php?vo=gynosphinx,11.0,monstrosity,Large,17,136,lawful neutral,1,Monster Manual (SRD),12/01/2016,18.0,15.0,16.0,18.0,18.0,18.0,1,0,monstrosity,Neutral,Monster Manual (SRD)
halaster-blackcloak,,23.0,humanoid (human),Medium,14,246,chaotic evil,0,Adventures (Dungeon of the Mad Mage),20/11/2018,10.0,18.0,18.0,24.0,18.0,18.0,0,0,humanoid,Evil,Adventures
half-ogre,https://www.aidedd.org/dnd/monstres.php?vo=half-ogre,1.0,giant,Large,12,30,any chaotic alignment,0,Monster Manual (BR),03/07/2014,17.0,10.0,14.0,7.0,9.0,10.0,0,0,giant,Neutral,Monster Manual (BR)
half-red-dragon-veteran,https://www.aidedd.org/dnd/monstres.php?vo=half-red-dragon-veteran,5.0,humanoid (human),Medium,18,65,any alignment,0,Monster Manual (BR),03/07/2014,16.0,13.0,14.0,10.0,11.0,10.0,0,0,humanoid,Neutral,Monster Manual (BR)
harpy,https://www.aidedd.org/dnd/monstres.php?vo=harpy,1.0,monstrosity,Medium,11,38,chaotic evil,0,Monster Manual (SRD),12/01/2016,12.0,13.0,12.0,7.0,10.0,13.0,1,0,monstrosity,Evil,Monster Manual (SRD)
hawk,https://www.aidedd.org/dnd/monstres.php?vo=hawk,0.0,beast,Tiny,13,1,unaligned,0,Monster Manual (SRD),12/01/2016,5.0,16.0,8.0,2.0,14.0,6.0,1,0,beast,Unaligned,Monster Manual (SRD)
hell-hound,https://www.aidedd.org/dnd/monstres.php?vo=hell-hound,3.0,fiend,Medium,15,45,lawful evil,0,Monster Manual (SRD),12/01/2016,17.0,12.0,14.0,6.0,13.0,6.0,0,0,fiend,Evil,Monster Manual (SRD)
hellfire-engine,,16.0,construct,Huge,18,216,lawful evil,0,Mordenkainen's Tome of Foes,29/05/2018,20.0,16.0,24.0,2.0,10.0,1.0,0,0,construct,Evil,Mordenkainen's Tome of Foes
hellwasp,,5.0,fiend,Large,19,52,lawful evil,0,Adventures (Descent into Avernus),17/09/2019,18.0,15.0,12.0,10.0,10.0,7.0,1,0,fiend,Evil,Adventures
helmed-horror,https://www.aidedd.org/dnd/monstres.php?vo=helmed-horror,4.0,construct,Medium,20,60,neutral,0,Monster Manual (BR),03/07/2014,18.0,13.0,16.0,10.0,10.0,10.0,1,0,construct,Neutral,Monster Manual (BR)
hezrou,https://www.aidedd.org/dnd/monstres.php?vo=hezrou,8.0,fiend (demon),Large,16,136,chaotic evil,0,Monster Manual (SRD),12/01/2016,19.0,17.0,20.0,5.0,12.0,13.0,0,0,fiend,Evil,Monster Manual (SRD)
